,temporal_1,temporal_2,temporal_3,temporal_4,temporal_5,temporal_6,temporal_7,temporal_8,temporal_9,temporal_10,message_transfer_time,thread_run_time,processor_utilization,input_waiting,label
175,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4947782562895886,6.655027937880515,0.9610269373594783,0.9188269474364863,1
176,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4041475218927806,1.9880420538553856,0.2289610081163196,0.08625486581208941,1
177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.867148566308365,1.9184457474798877,0.01960223306193165,0.7321397403710289,1
178,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.8430838648291208,3.4026240812561515,0.9217067779277516,1.358493143511538,1
179,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.210102583847434,5.194405063277148,0.2643279757500815,2.728546280976805,0
180,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7123608748822574,7.165267905793272,0.9731029671724422,1.831088547080654,1
181,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.4455425996522138,6.668048227723276,0.2240390588541673,2.632523773962774,1
182,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.3959116635175493,8.213445631683516,0.2784595953903336,1.7820823294805885,1
183,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.222722737985674,4.263969157830795,0.9094498227750387,1.3295023080028197,1
184,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9644888120050776,9.125292544458347,0.8126551577674923,0.9857454263090317,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.6149233263951177,1.0916772410022535,0.09739122586594984,2.9102796357661136,0
186,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5480450613499471,1.8720330880440683,0.5754712485275603,1.434746128659598,1
187,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7327023077663314,6.837175752899485,0.15775160622349815,1.0777400643805737,1
188,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.790956855787748,2.537726800621737,0.071671575274595,2.723184593051284,0
189,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01312430041822743,1.6459054620342062,0.6123818288046528,2.435593077340546,1
190,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.422093431737146,8.864937449328572,0.07805252034992338,1.7662184145332416,1
191,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.781712403710623,0.6840084648216127,0.4718949858560406,1.6981927031467174,0
192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.049815151031392,9.914711074357122,0.6145127612603761,1.492051855402237,1
193,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.2978185816393175,8.62589311370107,0.9391026716959802,0.28895295673751664,1
194,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.465305954726105,8.682577473523027,0.9212721990958961,2.0624916439975465,1
195,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.3019857885076402,6.287130625457747,0.6074574544884097,1.1266006114243763,1
196,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.393756255330878,2.2485567983494406,0.5027125191105267,0.05106682915574201,1
197,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.625780900361161,7.980915547272192,0.6503911822531862,2.1781670617581286,1
198,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.746684252094134,0.5380056517430654,0.9249654928310098,0.38792103742118067,1
199,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.04318295858523502,5.82115344947845,0.9909404198840676,2.393749922620848,1
200,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.144627838662079,4.391596351382017,0.03309033290941643,0.77869672876321,0
201,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.160559339902996,7.504068319797628,0.9695520887636515,1.7592228640204381,1
202,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.335923295569828,0.23768132196100522,0.8031859794404212,1.7092923570379979,1
203,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.919019774520618,3.867855037467396,0.07500483980227612,0.5306105359530835,1
204,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.8620571422829566,4.7709440152749405,0.8001678784089122,1.3171120497658944,1
205,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.2335932797674873,1.5235922547755543,0.6626329103436677,2.4571130028010892,1
206,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.967820546847169,4.147201867834484,0.9057379413575811,2.915939161768478,1
207,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.663204655100589,9.104776860613233,0.4577972816726522,0.05449526062057841,0
208,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.1961157665971567,4.68634224195022,0.5033384629781011,0.4399625490383766,1
209,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.89369451753561,2.517761776166666,0.8373133120106975,1.8523187138185628,1
210,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1234545012681465,5.323350610316762,0.4837877945192871,0.007539318915194881,1
211,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9174005425197845,0.6084243458387784,0.5263679013803221,2.2739700522970354,1
212,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.094330337565492,2.942685427636743,0.24435887899595188,1.749038726352358,1
213,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.6821327805042388,7.836367416903384,0.3304225120641303,2.018593620124533,0
214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.2305376687510274,6.419142502462526,0.2876483753828909,1.8727226824990009,0
215,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.144491956864028,0.23984851587710243,0.045663217866664274,1.7970413697911787,1
216,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.1781606484526526,5.698759987051809,0.5830337897602356,0.3072371775213656,1
217,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6270200689923366,2.17340080443442,0.8426515038424413,0.7056742445639813,1
218,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8549632298418602,9.757498158285774,0.7703126534981695,1.3917523270459509,1
219,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.594985384430955,7.8368699569345335,0.2465856395657713,1.0031714879435891,1
220,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.288160511670711,1.2790809922770463,0.5863096890166372,2.349181580978027,1
221,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.3622754451240153,3.855456776809947,0.4904306563186217,2.025819004300387,1
222,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.331653864478769,4.899696315046706,0.816553922941589,0.9344111292801724,1
223,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07063477520165062,1.8237171379222494,0.35347992310443066,2.8532677138072007,1
224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.6634707669872633,7.042838534638232,0.03659695107178362,1.9327258073144424,1
225,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.426677759454803,8.413787602688142,0.887275812020253,2.5398755014678267,1
226,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0865225007550308,0.04464595389564008,0.6702804280820993,2.7137558636189727,1
227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0630184227969646,1.3322338813487433,0.181858460291778,0.592899769137809,1
228,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.266551273032401,2.834628391543551,0.20570415784288953,1.1931935808895395,1
229,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.27551026252219,9.84110227654783,0.39819985495841004,0.18290687132481664,0
230,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0500054308441467,4.045278785001656,0.47638823383809803,0.4434634271994081,0
231,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.7367545150672212,1.7025196297625311,0.3303001411894396,1.7623987214318153,1
232,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.590750787132734,1.209271179720528,0.515670451497592,1.5513996128876761,1
233,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25429874568835553,9.013561636857569,0.8924502501972857,1.312570326157437,1
234,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.883498129892147,8.102440844424843,0.6299607074796252,2.150887169009609,1
235,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.531040861979386,6.193006073063304,0.36952915010205045,0.7977196617139517,1
236,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.9006262308935793,5.396956570693589,0.8604430801914634,1.2433412922607205,1
237,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2258828997482143,7.771537615303663,0.6957230509751808,2.81464881213216,1
238,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.59040595169324,3.1815053830366735,0.5937238482776799,1.7012710090654037,1
239,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.347784081775184,6.398546571412967,0.5165181655683301,2.0443004972439325,1
240,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.555961907084929,7.368454413919675,0.08783704982779417,2.23649150587084,1
241,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.092034667870111,5.756487262436776,0.5929351375771147,1.3401430307373685,1
242,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8865250006402188,1.6873195348547398,0.3982592780045563,1.2924283617486565,0
243,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.468589647613668,9.859047964010813,0.550329044229736,1.4106130117916837,1
244,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.3041546643701096,8.111955617155305,0.12406502085485194,2.5860590988155954,1
245,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.89765701596771,4.906269432401,0.7861775563450255,1.0908468468623815,1
246,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.12532456706708,6.199701755815862,0.511956046432504,2.655846190869089,1
247,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.908133145843311,7.6007599066498415,0.8309305574875996,0.1227504972085548,1
248,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.6543153234942722,4.585851836596073,0.20681225961996874,0.7585054796263131,0
249,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.203668132856355,7.3911620487675105,0.9380841609554054,2.692166453527769,1
250,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.056661311543033666,7.729278978334481,0.5781846933471785,2.79831296311134,1
251,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.474075670456894,4.590073895223887,0.07568570568769728,0.6230247557929129,1
252,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.3363351963965426,1.8776812782184882,0.31371767053148614,0.6514792910247685,1
253,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8221634483889295,5.977670787061548,0.9826849075363608,2.262737737782175,1
254,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.328528337856873,5.5428883928847,0.6133341193864991,1.0843963182623437,1
255,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.177728205859717,5.00493685819311,0.4197470517935571,0.6169676358476766,0
256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7220287699466414,0.5858202317369332,0.9156914153497794,0.6817061772183837,1
257,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9689707853054819,7.775631943305389,0.3612846182579472,0.9125527749929039,1
258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7564266350115343,5.387082535651173,0.7471457605830735,2.49896383734031,1
259,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.6066633447868446,4.30651452268386,0.14626508127159066,1.3691329765438072,1
260,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.023190633977048,8.14892220547059,0.6971596958273482,0.3812658362391007,1
261,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.823614132338157,1.9688469106306683,0.4914397470593961,1.1146082333854017,1
262,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0967549586738676,2.7168135813174477,0.42462924149771397,0.9695033787684102,1
263,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5950104772307327,6.397270437316123,0.23160918076596182,0.22830511226616024,1
264,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.410397545246738,3.900580373018665,0.9874558514466668,2.4698746071934807,1
265,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.454932333260836,3.030692892057736,0.12361935198725194,2.1940516447218874,1
266,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.8593870408991515,2.546159351015198,0.2034918996672911,1.3066862955265903,0
267,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4290947705066837,4.857307866628775,0.37741132644530573,2.104628568549248,1
268,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.3113910783220932,7.755368723009688,0.13112037413508404,1.0161282261403604,1
269,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.8816546323098056,8.053259580175688,0.9353244742031871,2.807508042899285,1
270,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.769617955232205,7.905697006854675,0.9103813907255212,1.5023451491061075,1
271,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2357258299556757,8.856452506740252,0.4381927803188038,0.3336087737235952,1
272,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.808164878375655,0.507418306394215,0.49240069537378117,1.4255458028530317,0
273,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.6201304729546173,9.822168599100113,0.062090597485205845,1.0803923818604386,0
274,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.6419348104500253,4.264614917885972,0.8393728661673138,0.10231256994131754,1
275,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.906704483793985,1.9298210794577952,0.7804875379727914,1.049129392857282,1
276,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8230461444836756,9.700227833676315,0.3932889451979221,2.9290224533789053,1
277,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.873723025001066,8.251823228761317,0.4770872644449199,0.7789480961523939,0
278,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.880602889040832,9.297235523838182,0.6593617967637132,2.172008312436999,1
279,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.330850276286033,5.2315372575376315,0.46557903681351176,0.4624195366723799,0
280,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.216774077363242,7.477418496154136,0.27319039405026013,0.5079614534995521,1
281,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.6313221086509988,5.194640377742835,0.29748544306828173,0.8894729104815655,1
282,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.260332303506073,5.394501138114556,0.5173130080204525,0.04384416154666537,1
283,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.4416397856312955,9.51500964407036,0.9945310307798504,1.4509360924856416,1
284,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.3326322561302,7.383569836420978,0.48992567874270676,2.9094765111931853,1
285,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8532810996350432,5.667778068474927,0.05579741994643972,0.8445927343347465,1
286,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.7848937457184793,3.927352644321399,0.9386954162712939,2.009482686192282,1
287,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8886764694662164,1.6432763861441124,0.30597089609181893,2.5328433432340884,0
288,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5393159991757962,1.1573037457541713,0.039825376734111906,2.8183680537372586,1
289,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.9975279952905218,2.99666145536622,0.07228576139578391,0.07597899661368912,1
290,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.659999725828133,6.928043451973245,0.17113460410957881,2.5353552738330474,1
291,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.303454069984864,1.9155261876570961,0.6341564070254356,0.24419875881118802,1
292,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.102025770090589,1.3146213659070616,0.36798608245702413,0.9401600142089501,1
293,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.2433814974219666,0.7775737697313989,0.9173000411235398,2.227956331105,1
294,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.9969403403912107,8.462493800401598,0.7932735643458988,1.1047187599192907,1
295,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5353627613284044,2.411898217604709,0.32083683954135045,0.16954687527954093,0
296,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.087676714537496,2.008504640859532,0.9861158023069724,2.2297350341248308,1
297,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.532338649115012,3.9085386789257184,0.6664987982984153,1.6702982270506403,1
298,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.2389087836058488,6.294862004857275,0.017438759451183006,1.3957807236475386,1
299,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.5377824942648286,5.862597572348029,0.4630882491956728,1.2406706673142534,1
300,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.780558265020842,9.236578068800451,0.9103238748211734,1.8844670126447425,1
301,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1201719849600356,6.819721303815473,0.29596034754661504,2.7511488637754695,1
302,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0584682080657137,5.619715500975947,0.9268663899548353,1.261379012851756,1
303,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.4213652257711806,7.115981672249322,0.615363154243292,1.1628422420226818,1
304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.903195783761702,6.637234880901197,0.5830436415285783,1.083800488700422,1
305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.431823941548506,7.6747831922796195,0.36582710326906576,0.5975721444015479,0
306,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.241568444802135,5.724263128483078,0.9569236106658625,2.4982895934385834,1
307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.5814804618745373,8.072907950548831,0.4306161702220942,0.6904847329635632,1
308,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8547477711380158,9.000573049353441,0.6343862397528434,1.663234756397733,1
309,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5737962620023,6.9647682941456655,0.6370853691266053,2.344024190444967,1
310,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.160604071383697,3.576198580418821,0.643393385358318,0.07738344299718003,1
311,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7394177600324836,2.7997823560285804,0.3060427782278984,1.5105423177717139,1
312,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.778411943474099,6.371856652119066,0.8647414812341482,1.2066550630169481,1
313,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6392873889425016,6.314291382744621,0.5936035405045852,0.21834914967698626,1
314,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.8838208412762216,0.23910563851629152,0.38844558190812106,2.4561730757369276,1
315,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.593069276343126,7.47109389627796,0.32227435956820105,1.2089587389171963,1
316,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.6645264054736093,2.2187448682775046,0.11368474100259596,1.1181081244087672,1
317,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0237885394085318,0.5449016214043634,0.6102424918486375,2.020250527665111,1
318,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.738144226227973,1.5319920756241112,0.7826074429363074,1.330429118542943,1
319,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.501691713528147,6.567808884737264,0.42246579425806874,1.1162523462803273,0
320,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.98071668404212,5.230546880987594,0.9156608489950072,1.6873248392452813,1
321,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8196403341354319,8.469377416298872,0.12553565027562685,1.0837074340238662,1
322,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.755347125246512,1.0625274999099044,0.4878892941940417,2.2609103547599094,0
323,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.662427914230276,8.29516640558441,0.6424258070755656,2.2748555811161877,1
324,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.197136970191635,6.509178999698825,0.5696041113586421,2.265121729011351,1
325,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0421365028149014,2.149295439001145,0.8894943101135161,2.3710373069386566,1
326,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.6054627584089327,7.369056156720564,0.6840334556820059,1.6304176687391418,1
327,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.676502041932808,7.4133328792088875,0.8250331309934056,2.460203047341582,1
328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.532931588592125,1.080015844823825,0.6621259107223453,0.8054507267977069,1
329,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7014464895024736,2.664468110210094,0.3442434721645401,2.743182482505653,1
330,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.358947925572487,6.388649039268323,0.27258379648439135,1.2061090151789484,0
331,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.950835901581069,3.805746630158313,0.3499613429124586,1.5906473036426614,1
332,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.048397324794858,7.652449460248011,0.40817814421593035,0.498735471948361,1
333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.321835121667037,5.3604244080762555,0.8268074735048399,0.1051319923754176,1
334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.973058591324874,8.569970748307679,0.7109360507704452,0.27526453381297344,1
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.223875397014929,1.1102601540791324,0.8268423644400448,0.0065346977865266,1
336,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.2894844739646456,7.337467724624002,0.925136396120809,2.3118774353012728,1
337,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2923064651394658,4.646399700689676,0.8147971587996189,2.2788966672073165,1
338,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.042318366470202,5.193909558246363,0.9622775748290449,1.2502698734779591,1
339,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1287210687493473,2.8404556212217456,0.9498614395544964,1.8259015796651719,1
340,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9388407101090328,2.6906315368261193,0.32096178425648536,0.4501328479456975,1
341,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.2208371885605915,1.8980381538838287,0.3923070592813428,2.5336484504038195,1
342,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.5305334708267817,3.733456825587742,0.575205794432731,1.86319832276404,1
343,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.2797669639753217,2.3898784499249692,0.6905461963051508,1.0570987060813433,1
344,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.095330956901785,1.8972807629864252,0.4647056707987084,2.5688673519192964,1
345,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.936492132941991,9.617959126059914,0.7877690285240652,2.131885441229962,1
346,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.3563320334208235,4.474142824826589,0.6320068128511475,1.2548311064549367,1
347,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.066253809858515,6.78122332613122,0.5958702789757002,1.0893644562296174,1
348,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.06287925436809505,3.7414815850767913,0.14539511899153923,0.6045453937310611,1
349,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.713994334540553,5.697937438063874,0.17131443072996289,0.5243663139021121,1
350,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.626503370874867,4.992021090336326,0.31328722906159256,1.3544522291872076,0
351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.351999646104565,6.126881483507907,0.9624750040550563,1.1099272001953322,1
